DrugID,UniprotID,ZeroScore,ActionType,ActionLabel
DB00428,Q3MS49,0.813019649987571,ZeroAction,0
DB01024,P0C6X7,0.813019649987571,ZeroAction,0
DB11791,Q3MS49,0.8113952356434114,ZeroAction,0
DB01092,Q3MS49,0.8113952356434114,ZeroAction,0
DB00215,Q3MS49,0.8113952356434114,ZeroAction,0
DB11362,Q3MS49,0.8113952356434114,ZeroAction,0
DB06209,P0C6X7,0.8105842459701871,ZeroAction,0
DB01004,Q3MS49,0.8105842459701871,ZeroAction,0
DB11994,P0DTD1,0.8105842459701871,ZeroAction,0
DB09195,P0DTD1,0.8097740668812763,ZeroAction,0
DB01333,Q3MS49,0.8097740668812763,ZeroAction,0
DB00411,Q3MS49,0.8097740668812763,ZeroAction,0
DB00213,Q3MS49,0.8089646975664998,ZeroAction,0
DB00253,Q3MS49,0.8089646975664998,ZeroAction,0
DB11732,Q3MS49,0.8089646975664998,ZeroAction,0
DB00584,Q3MS49,0.8089646975664998,ZeroAction,0
DB00459,P0C6X7,0.8089646975664998,ZeroAction,0
DB08816,Q3MS49,0.8081561372164884,ZeroAction,0
DB01006,Q3MS49,0.8081561372164884,ZeroAction,0
DB12015,Q3MS49,0.8081561372164884,ZeroAction,0
DB11853,K9N7C7,0.8073483850226815,ZeroAction,0
DB03088,P0DTD1,0.8073483850226815,ZeroAction,0
DB11652,Q3MS49,0.8065414401773269,ZeroAction,0
DB00401,Q3MS49,0.8065414401773269,ZeroAction,0
DB09237,Q3MS49,0.8049299693050015,ZeroAction,0
DB00127,Q3MS49,0.8049299693050015,ZeroAction,0
DB00379,P0C6X7,0.8041254416665596,ZeroAction,0
DB00613,Q3MS49,0.8041254416665596,ZeroAction,0
DB01203,Q3MS49,0.8033217181536265,ZeroAction,0
DB01199,K9N7C7,0.8033217181536265,ZeroAction,0
DB01060,P0DTD1,0.8033217181536265,ZeroAction,0
DB00430,Q3MS49,0.8033217181536265,ZeroAction,0
DB00557,Q3MS49,0.8025187979624785,ZeroAction,0
DB09074,Q3MS49,0.8017166802901953,ZeroAction,0
DB01415,Q3MS49,0.8017166802901953,ZeroAction,0
DB00819,K9N7C7,0.8017166802901953,ZeroAction,0
DB00509,Q3MS49,0.8017166802901953,ZeroAction,0
DB01015,P0C6X7,0.8017166802901953,ZeroAction,0
DB04224,P0C6X7,0.8017166802901953,ZeroAction,0
DB01011,Q3MS49,0.8009153643346592,ZeroAction,0
DB01987,Q3MS49,0.8009153643346592,ZeroAction,0
DB00508,Q3MS49,0.8009153643346592,ZeroAction,0
DB01394,Q3MS49,0.8001148492945541,ZeroAction,0
DB01262,K9N7C7,0.8001148492945541,ZeroAction,0
DB06702,Q3MS49,0.8001148492945541,ZeroAction,0
DB14568,Q3MS49,0.8001148492945541,ZeroAction,0
DB03756,Q3MS49,0.7993151343693651,ZeroAction,0
DB00687,K9N7C7,0.7985162187593771,ZeroAction,0
DB06016,P0DTD1,0.7985162187593771,ZeroAction,0
DB00303,Q3MS49,0.7977181016656743,ZeroAction,0
DB08867,K9N7C7,0.7977181016656743,ZeroAction,0
DB00674,K9N7C7,0.7977181016656743,ZeroAction,0
DB00432,K9N7C7,0.7969207822901396,ZeroAction,0
DB01162,Q3MS49,0.7969207822901396,ZeroAction,0
DB01013,K9N7C7,0.7961242598354538,ZeroAction,0
DB12141,Q3MS49,0.7961242598354538,ZeroAction,0
DB00346,K9N7C7,0.7961242598354538,ZeroAction,0
DB01029,P0DTD1,0.7961242598354538,ZeroAction,0
DB00800,P0C6X7,0.794533602503334,ZeroAction,0
DB00304,P0C6X7,0.7937394660352427,ZeroAction,0
DB01586,Q3MS49,0.7937394660352427,ZeroAction,0
DB01591,P0C6X7,0.7937394660352427,ZeroAction,0
DB00535,Q3MS49,0.7929461233066837,ZeroAction,0
DB00903,P0DTD1,0.792153573524314,ZeroAction,0
DB00811,Q3MS49,0.792153573524314,ZeroAction,0
DB08931,P0DTD1,0.792153573524314,ZeroAction,0
DB09280,Q3MS49,0.7913618158955839,ZeroAction,0
DB00120,P0C6X7,0.7913618158955839,ZeroAction,0
DB00153,P0DTD1,0.7905708496287356,ZeroAction,0
DB02266,P0DTD1,0.7905708496287356,ZeroAction,0
DB14989,Q3MS49,0.7905708496287356,ZeroAction,0
DB01259,Q3MS49,0.7905708496287356,ZeroAction,0
DB06237,Q3MS49,0.7897806739328027,ZeroAction,0
DB00413,P0DTD1,0.7897806739328027,ZeroAction,0
DB12941,Q3MS49,0.7889912880176098,ZeroAction,0
DB00247,P0DTD1,0.7889912880176098,ZeroAction,0
DB01165,Q3MS49,0.7889912880176098,ZeroAction,0
DB09297,Q3MS49,0.7889912880176096,ZeroAction,0
DB00752,P0C6X7,0.7889912880176096,ZeroAction,0
DB12016,P0C6X7,0.7882026910937704,ZeroAction,0
DB11575,Q3MS49,0.7882026910937704,ZeroAction,0
DB05154,P0C6X7,0.7882026910937704,ZeroAction,0
DB12674,P0DTD1,0.7882026910937704,ZeroAction,0
DB00798,K9N7C7,0.787414882372688,ZeroAction,0
DB00499,Q3MS49,0.7866278610665534,ZeroAction,0
DB00289,P0C6X7,0.7858416263883455,ZeroAction,0
DB08918,Q3MS49,0.7858416263883455,ZeroAction,0
DB00394,Q3MS49,0.7858416263883455,ZeroAction,0
DB00966,Q3MS49,0.7858416263883455,ZeroAction,0
DB03128,P0C6X7,0.7850561775518295,ZeroAction,0
DB05667,Q3MS49,0.7850561775518294,ZeroAction,0
DB00939,Q3MS49,0.7834876342628625,ZeroAction,0
DB09073,P0DTD1,0.7827045382418681,ZeroAction,0
DB00393,Q3MS49,0.7827045382418681,ZeroAction,0
DB00784,P0DTD1,0.7819222249254772,ZeroAction,0
DB01075,P0C6X7,0.7795799733847004,ZeroAction,0
DB02701,P0DTD1,0.7788007830714049,ZeroAction,0
DB15102,Q3MS49,0.7788007830714049,ZeroAction,0
DB00814,Q3MS49,0.7788007830714049,ZeroAction,0
DB01198,P0DTD1,0.7788007830714049,ZeroAction,0
DB14879,Q3MS49,0.7788007830714049,ZeroAction,0
DB01132,Q3MS49,0.7780223715589573,ZeroAction,0
DB01611,Q3MS49,0.7780223715589573,ZeroAction,0
DB00950,Q3MS49,0.7764678818237378,ZeroAction,0
DB01059,Q3MS49,0.7764678818237378,ZeroAction,0
DB01364,K9N7C7,0.7764678818237378,ZeroAction,0
DB04465,P0DTD1,0.775691802046476,ZeroAction,0
DB01062,P0C6X7,0.775691802046476,ZeroAction,0
DB00987,P0DTD1,0.775691802046476,ZeroAction,0
DB11827,Q3MS49,0.775691802046476,ZeroAction,0
DB06210,P0C6X7,0.775691802046476,ZeroAction,0
DB01197,Q3MS49,0.774916497961081,ZeroAction,0
DB00620,P0DTD1,0.7741419687922484,ZeroAction,0
DB01624,P0C6X7,0.7741419687922484,ZeroAction,0
DB01182,Q3MS49,0.7741419687922484,ZeroAction,0
DB00812,P0DTD1,0.7741419687922484,ZeroAction,0
DB00129,P0DTD1,0.7733682137654491,ZeroAction,0
DB01087,K9N7C7,0.7733682137654491,ZeroAction,0
DB00440,P0C6X7,0.7733682137654491,ZeroAction,0
DB04398,Q3MS49,0.7733682137654491,ZeroAction,0
DB11124,P0DTD1,0.772595232106928,ZeroAction,0
DB00446,P0DTD1,0.772595232106928,ZeroAction,0
DB00273,P0C6X7,0.772595232106928,ZeroAction,0
DB01054,Q3MS49,0.7718230230437034,ZeroAction,0
DB08907,Q3MS49,0.7718230230437034,ZeroAction,0
DB01418,P0C6X7,0.7710515858035663,ZeroAction,0
DB00918,K9N7C7,0.7710515858035663,ZeroAction,0
DB00367,Q3MS49,0.7702809196150792,ZeroAction,0
DB00770,Q3MS49,0.7702809196150792,ZeroAction,0
DB00210,K9N7C7,0.7695110237075758,ZeroAction,0
DB00471,P0DTD1,0.7695110237075758,ZeroAction,0
DB00572,Q3MS49,0.7672059499758557,ZeroAction,0
DB04871,P0C6X7,0.7672059499758557,ZeroAction,0
DB01621,P0DTD1,0.7664391275010192,ZeroAction,0
DB00169,K9N7C7,0.7664391275010192,ZeroAction,0
DB06695,Q3MS49,0.7656730714653739,ZeroAction,0
DB00485,Q3MS49,0.7656730714653739,ZeroAction,0
DB11823,Q3MS49,0.7656730714653739,ZeroAction,0
DB01036,P0C6X7,0.7656730714653739,ZeroAction,0
DB09065,Q3MS49,0.764907781102864,ZeroAction,0
DB00531,P0DTD1,0.764907781102864,ZeroAction,0
DB00425,P0DTD1,0.764143255648199,ZeroAction,0
DB00118,P0C6X7,0.764143255648199,ZeroAction,0
DB00518,Q3MS49,0.7633794943368531,ZeroAction,0
DB11963,Q3MS49,0.7626164964050653,ZeroAction,0
DB00274,Q3MS49,0.7626164964050653,ZeroAction,0
DB00598,P0DTD1,0.7618542610898376,ZeroAction,0
DB00745,P0C6X7,0.7610927876289343,ZeroAction,0
DB01051,Q3MS49,0.7610927876289343,ZeroAction,0
DB09301,P0DTD1,0.7610927876289343,ZeroAction,0
DB00370,P0DTD1,0.7610927876289343,ZeroAction,0
DB11751,Q3MS49,0.7595721232249685,ZeroAction,0
DB01406,P0C6X7,0.7580544971105083,ZeroAction,0
DB09102,Q3MS49,0.7580544971105083,ZeroAction,0
DB11978,Q3MS49,0.7580544971105083,ZeroAction,0
DB00850,P0DTD1,0.7580544971105083,ZeroAction,0
DB00188,P0C6X7,0.7572968215143355,ZeroAction,0
DB09060,K9N7C7,0.7565399032150474,ZeroAction,0
DB01598,P0DTD1,0.7557837414557255,ZeroAction,0
DB04920,Q3MS49,0.7557837414557255,ZeroAction,0
DB01233,P0C6X7,0.755028335480208,ZeroAction,0
DB04574,P0DTD1,0.755028335480208,ZeroAction,0
DB08604,K9N7C7,0.754273684533089,ZeroAction,0
DB00243,Q3MS49,0.7535197878597172,ZeroAction,0
DB00603,Q3MS49,0.7527666447061963,ZeroAction,0
DB00208,P0C6X7,0.7520142543193826,ZeroAction,0
DB00549,P0DTD1,0.7520142543193826,ZeroAction,0
DB00698,Q3MS49,0.751262615946886,ZeroAction,0
DB15685,Q3MS49,0.750511728837068,ZeroAction,0
DB06626,Q3MS49,0.750511728837068,ZeroAction,0
DB05271,P0C6X7,0.7497615922390413,ZeroAction,0
DB08995,Q3MS49,0.7497615922390413,ZeroAction,0
DB00682,P0DTD1,0.7497615922390413,ZeroAction,0
DB00915,P0DTD1,0.7497615922390413,ZeroAction,0
DB00390,Q3MS49,0.7490122054026693,ZeroAction,0
DB12466,Q3MS49,0.7490122054026693,ZeroAction,0
DB00155,Q3MS49,0.7482635675785653,ZeroAction,0
DB00718,K9N7C7,0.7482635675785652,ZeroAction,0
DB00331,P0DTD1,0.747515678018091,ZeroAction,0
DB00607,Q3MS49,0.747515678018091,ZeroAction,0
DB05381,P0C6X7,0.747515678018091,ZeroAction,0
DB12499,P0DTD1,0.7475156780180909,ZeroAction,0
DB06710,Q3MS49,0.7475156780180909,ZeroAction,0
DB00916,K9N7C7,0.7475156780180909,ZeroAction,0
DB00590,Q3MS49,0.7467685359733571,ZeroAction,0
DB00605,P0DTD1,0.7467685359733571,ZeroAction,0
DB00244,Q3MS49,0.7467685359733571,ZeroAction,0
DB12483,Q3MS49,0.7467685359733571,ZeroAction,0
DB11642,P0DTD1,0.7460221406972214,ZeroAction,0
DB03796,P0DTD1,0.7452764914432887,ZeroAction,0
DB01086,Q3MS49,0.7452764914432887,ZeroAction,0
DB00121,Q3MS49,0.7452764914432887,ZeroAction,0
DB00669,K9N7C7,0.7437874280201796,ZeroAction,0
DB01129,P0DTD1,0.7437874280201796,ZeroAction,0
DB14669,Q3MS49,0.7423013397477743,ZeroAction,0
DB00554,Q3MS49,0.7423013397477743,ZeroAction,0
DB01380,Q3MS49,0.7423013397477743,ZeroAction,0
DB00623,P0DTD1,0.7423013397477743,ZeroAction,0
DB01156,P0C6X7,0.7423013397477743,ZeroAction,0
DB09274,P0C6X7,0.7415594094350104,ZeroAction,0
DB12278,P0C6X7,0.7400777727467076,ZeroAction,0
DB09038,Q3MS49,0.7400777727467076,ZeroAction,0
DB12457,Q3MS49,0.7393380648895319,ZeroAction,0
DB12245,P0C6X7,0.7385990963704825,ZeroAction,0
DB03793,K9N7C7,0.7378608664505911,ZeroAction,0
DB00805,P0C6X7,0.7371233743916278,ZeroAction,0
DB06712,Q3MS49,0.7363866194561001,ZeroAction,0
DB01320,P0C6X7,0.7363866194561001,ZeroAction,0
DB08828,P0DTD1,0.7356506009072533,ZeroAction,0
DB00461,P0C6X7,0.7356506009072533,ZeroAction,0
DB00831,K9N7C7,0.7356506009072533,ZeroAction,0
DB01181,P0DTD1,0.7356506009072533,ZeroAction,0
DB00713,Q3MS49,0.7349153180090687,ZeroAction,0
DB08930,K9N7C7,0.7341807700262634,ZeroAction,0
DB00845,Q3MS49,0.7341807700262634,ZeroAction,0
DB06119,P0DTD1,0.7341807700262634,ZeroAction,0
DB00768,K9N7C7,0.7327138758693325,ZeroAction,0
DB01212,Q3MS49,0.7327138758693325,ZeroAction,0
DB04953,P0C6X7,0.7319815282283126,ZeroAction,0
DB01088,Q3MS49,0.7319815282283126,ZeroAction,0
DB01100,P0DTD1,0.731249912568882,ZeroAction,0
DB00582,P0DTD1,0.731249912568882,ZeroAction,0
DB00308,Q3MS49,0.7297888742690568,ZeroAction,0
DB02772,K9N7C7,0.7283307551257017,ZeroAction,0
DB00925,K9N7C7,0.7276027884145955,ZeroAction,0
DB06207,Q3MS49,0.7268755493063382,ZeroAction,0
DB08899,Q3MS49,0.7268755493063382,ZeroAction,0
DB06654,P0C6X7,0.7261490370736909,ZeroAction,0
DB00152,P0DTD1,0.7261490370736909,ZeroAction,0
DB00199,Q3MS49,0.7254232509901412,ZeroAction,0
DB00776,P0C6X7,0.7232502423798424,ZeroAction,0
DB00751,P0DTD1,0.7232502423798424,ZeroAction,0
DB11817,Q3MS49,0.7232502423798424,ZeroAction,0
DB00577,K9N7C7,0.7225273536420722,ZeroAction,0
DB00749,P0DTD1,0.7225273536420722,ZeroAction,0
DB01393,P0C6X7,0.7218051874317158,ZeroAction,0
DB15133,Q3MS49,0.721083743026607,ZeroAction,0
DB01114,P0DTD1,0.721083743026607,ZeroAction,0
DB00523,K9N7C7,0.7203630197053014,ZeroAction,0
DB00420,P0DTD1,0.7203630197053014,ZeroAction,0
DB00330,P04731,0.7203630197053014,ZeroAction,0
DB01167,Q3MS49,0.7203630197053014,ZeroAction,0
DB01043,Q3MS49,0.7196430167470754,ZeroAction,0
DB00763,P0C6X7,0.7196430167470754,ZeroAction,0
DB00843,P0DTD1,0.7174873228544433,ZeroAction,0
DB00160,P0C6X7,0.7174873228544433,ZeroAction,0
DB00415,Q3MS49,0.7160537822272085,ZeroAction,0
DB01211,Q3MS49,0.7160537822272085,ZeroAction,0
DB06204,P0C6X7,0.7153380863525599,ZeroAction,0
DB00721,Q3MS49,0.7146231058160573,ZeroAction,0
DB04868,Q3MS49,0.71390883990272,ZeroAction,0
DB01184,P0DTD1,0.71390883990272,ZeroAction,0
DB00176,Q3MS49,0.7131952878982822,ZeroAction,0
DB00315,K9N7C7,0.7124824490891918,ZeroAction,0
DB00938,P0DTD1,0.7117703227626098,ZeroAction,0
DB00887,Q3MS49,0.7117703227626097,ZeroAction,0
DB06605,K9N7C7,0.7117703227626097,ZeroAction,0
DB01217,P0DTD1,0.7110589082064097,ZeroAction,0
DB01235,P0C6X7,0.7103482047091773,ZeroAction,0
DB00343,P0DTD1,0.7103482047091773,ZeroAction,0
DB12147,Q3MS49,0.7103482047091773,ZeroAction,0
DB01035,Q3MS49,0.7089289280495108,ZeroAction,0
DB06176,Q3MS49,0.7082203534678,ZeroAction,0
DB00238,P0DTD1,0.7082203534678,ZeroAction,0
DB00476,Q3MS49,0.7068053282577494,ZeroAction,0
DB00125,Q3MS49,0.7068053282577494,ZeroAction,0
DB01268,Q3MS49,0.7053931302699543,ZeroAction,0
DB11800,Q3MS49,0.7046880897187134,ZeroAction,0
DB00594,Q3MS49,0.703983753855621,ZeroAction,0
DB00935,K9N7C7,0.7032801219763409,ZeroAction,0
DB08906,Q3MS49,0.7025771933772416,ZeroAction,0
DB00648,K9N7C7,0.7025771933772416,ZeroAction,0
DB00490,P0DTD1,0.7025771933772416,ZeroAction,0
DB04854,Q3MS49,0.701874967355394,ZeroAction,0
DB00957,Q3MS49,0.701874967355394,ZeroAction,0
DB00759,P0DTD1,0.7011734432085724,ZeroAction,0
DB00694,Q3MS49,0.7011734432085724,ZeroAction,0
DB12612,K9N7C7,0.7011734432085723,ZeroAction,0
DB11943,Q3MS49,0.7004726202352524,ZeroAction,0
DB04948,P0DTD1,0.7004726202352524,ZeroAction,0
DB00904,P0DTD1,0.699772497734611,ZeroAction,0
DB00216,P0DTD1,0.6990730750065257,ZeroAction,0
DB00567,Q3MS49,0.6990730750065257,ZeroAction,0
DB00300,Q3MS49,0.6983743513515736,ZeroAction,0
DB15442,K9N7C7,0.697676326071031,ZeroAction,0
DB06292,Q3MS49,0.697676326071031,ZeroAction,0
DB00701,P0C6X7,0.6969789984668727,ZeroAction,0
DB01236,P0DTD1,0.6969789984668727,ZeroAction,0
DB15305,Q3MS49,0.6969789984668727,ZeroAction,0
DB06774,Q3MS49,0.6969789984668727,ZeroAction,0
DB01173,Q3MS49,0.696282367841771,ZeroAction,0
DB00116,Q3MS49,0.6955864334990951,ZeroAction,0
DB01037,Q3MS49,0.6955864334990951,ZeroAction,0
DB00712,Q3MS49,0.6948911947429106,ZeroAction,0
DB00132,P0C6X7,0.6941966508779789,ZeroAction,0
DB06151,Q3MS49,0.6941966508779789,ZeroAction,0
DB02703,P0C6X7,0.6935028012097558,ZeroAction,0
DB14002,P0DTD1,0.690043941558789,ZeroAction,0
DB05812,P0C6X7,0.690043941558789,ZeroAction,0
DB06290,Q3MS49,0.690043941558789,ZeroAction,0
DB14001,P0DTD1,0.690043941558789,ZeroAction,0
DB01017,P0C6X7,0.6893542425242224,ZeroAction,0
DB01392,K9N7C7,0.6893542425242224,ZeroAction,0
DB00857,Q3MS49,0.6872892787909722,ZeroAction,0
DB00668,P0DTD1,0.6872892787909722,ZeroAction,0
DB00932,Q3MS49,0.686602333042301,ZeroAction,0
DB06403,Q3MS49,0.686602333042301,ZeroAction,0
DB11632,Q3MS49,0.6845456126662782,ZeroAction,0
DB13867,Q3MS49,0.6831778896198997,ZeroAction,0
DB00959,P0C6X7,0.6831778896198997,ZeroAction,0
DB00588,Q3MS49,0.6831778896198997,ZeroAction,0
DB11901,Q3MS49,0.6818128992859905,ZeroAction,0
DB00159,P0DTD1,0.6804506362045877,ZeroAction,0
DB12267,Q3MS49,0.679770525680321,ZeroAction,0
DB06288,P0C6X7,0.6790910949266368,ZeroAction,0
DB00627,P0C6X7,0.678412343264104,ZeroAction,0
DB01137,Q3MS49,0.678412343264104,ZeroAction,0
DB14003,Q3MS49,0.6777342700139711,ZeroAction,0
DB11251,Q3MS49,0.6777342700139711,ZeroAction,0
DB00317,Q3MS49,0.6763801560392891,ZeroAction,0
DB00753,P0DTD1,0.675704113960626,ZeroAction,0
DB00787,Q3MS49,0.6750287475861332,ZeroAction,0
DB00975,Q3MS49,0.6750287475861332,ZeroAction,0
DB00457,P0DTD1,0.6736800392488677,ZeroAction,0
DB06262,K9N7C7,0.6730066959373864,ZeroAction,0
DB00206,Q3MS49,0.6730066959373864,ZeroAction,0
DB14761,Q3MS49,0.6709907013534459,ZeroAction,0
DB01124,Q3MS49,0.6689807456903467,ZeroAction,0
DB14840,Q3MS49,0.6689807456903467,ZeroAction,0
DB00936,K9N7C7,0.6683120993235603,ZeroAction,0
DB00151,P0DTD1,0.6683120993235603,ZeroAction,0
DB08868,Q3MS49,0.6676441212689289,ZeroAction,0
DB00441,P0DTD1,0.6669768108584744,ZeroAction,0
DB01956,K9N7C7,0.6656441903015212,ZeroAction,0
DB00536,P0C6X7,0.6656441903015212,ZeroAction,0
DB01242,P0C6X7,0.6649788788224019,ZeroAction,0
DB04841,Q3MS49,0.6636502501363194,ZeroAction,0
DB00345,Q3MS49,0.6629869316007274,ZeroAction,0
DB01183,K9N7C7,0.6629869316007274,ZeroAction,0
DB00608,P0DTD1,0.6623242760521222,ZeroAction,0
DB01098,Q3MS49,0.6616622828278483,ZeroAction,0
DB11672,K9N7C7,0.6616622828278483,ZeroAction,0
DB12500,Q3MS49,0.6610009512659125,ZeroAction,0
DB00934,P0C6X7,0.659680270484389,ZeroAction,0
DB06077,P0DTD1,0.659680270484389,ZeroAction,0
DB00951,P0C6X7,0.6590209199441206,ZeroAction,0
DB01435,P0DTD1,0.6577041952678169,ZeroAction,0
DB00758,K9N7C7,0.6570468198150567,ZeroAction,0
DB00242,P0DTD1,0.6570468198150567,ZeroAction,0
DB01033,Q3MS49,0.6570468198150567,ZeroAction,0
DB00482,Q3MS49,0.6563901014091712,ZeroAction,0
DB00836,P0C6X7,0.6557340393934418,ZeroAction,0
DB15444,Q3MS49,0.6557340393934418,ZeroAction,0
DB00973,Q3MS49,0.6544238819088586,ZeroAction,0
DB08881,Q3MS49,0.6537697851298473,ZeroAction,0
DB01028,P0DTD1,0.6531163421206756,ZeroAction,0
DB06616,Q3MS49,0.6524635522279004,ZeroAction,0
DB00434,P0C6X7,0.6492093766851474,ZeroAction,0
DB00849,Q3MS49,0.6485604918049761,ZeroAction,0
DB00656,P0DTD1,0.6485604918049761,ZeroAction,0
DB00568,Q3MS49,0.6485604918049761,ZeroAction,0
DB00493,Q3MS49,0.6479122554853506,ZeroAction,0
DB00715,Q3MS49,0.6479122554853506,ZeroAction,0
DB00381,Q3MS49,0.6479122554853506,ZeroAction,0
DB00599,Q3MS49,0.6466177259354396,ZeroAction,0
DB09502,P0DTD1,0.6453257828572946,ZeroAction,0
DB00172,K9N7C7,0.6440364210831414,ZeroAction,0
DB01175,Q3MS49,0.6440364210831414,ZeroAction,0
DB01138,Q3MS49,0.6433927065729562,ZeroAction,0
DB00421,Q3MS49,0.6433927065729562,ZeroAction,0
DB01331,Q3MS49,0.6421072070877952,ZeroAction,0
DB00583,Q3MS49,0.6414654208273198,ZeroAction,0
DB00338,Q3MS49,0.6401837720616471,ZeroAction,0
DB09167,P0C6X7,0.6389046840319162,ZeroAction,0
DB01329,Q3MS49,0.6389046840319162,ZeroAction,0
DB01601,P0C6X7,0.6369908421779825,ZeroAction,0
DB00175,Q3MS49,0.6369908421779825,ZeroAction,0
DB09054,Q3MS49,0.6357181336264143,ZeroAction,0
DB00158,K9N7C7,0.6350827332459281,ZeroAction,0
DB00780,P0DTD1,0.633813837098549,ZeroAction,0
DB00250,P0DTD1,0.6325474762073634,ZeroAction,0
DB00695,Q3MS49,0.6319152448994959,ZeroAction,0
DB03619,P0DTD1,0.6319152448994959,ZeroAction,0
DB01009,Q3MS49,0.6306526773980542,ZeroAction,0
DB00834,Q3MS49,0.6306526773980542,ZeroAction,0
DB00717,Q3MS49,0.6300223399419123,ZeroAction,0
DB14542,P0DTD1,0.626880090412377,ZeroAction,0
DB00589,P0C6X7,0.626880090412377,ZeroAction,0
DB14541,P0DTD1,0.626880090412377,ZeroAction,0
DB11635,Q3MS49,0.6262535236575559,ZeroAction,0
DB00295,P0DTD1,0.6256275831563107,ZeroAction,0
DB08864,Q3MS49,0.6256275831563107,ZeroAction,0
DB00312,P0C6X7,0.6256275831563107,ZeroAction,0
DB00852,P0DTD1,0.6256275831563107,ZeroAction,0
DB01053,Q3MS49,0.6250022682827008,ZeroAction,0
DB00391,K9N7C7,0.6250022682827008,ZeroAction,0
DB00526,P0C6X7,0.6250022682827008,ZeroAction,0
DB12001,P0DTD1,0.6231300711776578,ZeroAction,0
DB00280,P0DTD1,0.6225072525676868,ZeroAction,0
DB00696,K9N7C7,0.6225072525676868,ZeroAction,0
DB00418,P0DTD1,0.6218850564650201,ZeroAction,0
DB09068,P0C6X7,0.6212634822474618,ZeroAction,0
DB11689,P0DTD1,0.6212634822474618,ZeroAction,0
DB01072,Q3MS49,0.6212634822474616,ZeroAction,0
DB00986,P0C6X7,0.6194024846927992,ZeroAction,0
DB00958,P0C6X7,0.6181649177029258,ZeroAction,0
DB01327,K9N7C7,0.6163132019122897,ZeroAction,0
DB00635,K9N7C7,0.6163132019122897,ZeroAction,0
DB04946,P0DTD1,0.6163132019122897,ZeroAction,0
DB05294,Q3MS49,0.6163132019122897,ZeroAction,0
DB00625,P0DTD1,0.6156971967642851,ZeroAction,0
DB00443,P0DTD1,0.6156971967642851,ZeroAction,0
DB15328,Q3MS49,0.6156971967642851,ZeroAction,0
DB00575,P0DTD1,0.6138528730428171,ZeroAction,0
DB06153,P0C6X7,0.6120140740013499,ZeroAction,0
DB00224,Q3MS49,0.6114023658324087,ZeroAction,0
DB01039,P0DTD1,0.6107912690658842,ZeroAction,0
DB16703,Q3MS49,0.6107912690658842,ZeroAction,0
DB01104,Q3MS49,0.6089616410728969,ZeroAction,0
DB06137,P0C6X7,0.6077449349024902,ZeroAction,0
DB00134,P0DTD1,0.6059244322171875,ZeroAction,0
DB00924,P0C6X7,0.6047137943941221,ZeroAction,0
DB00193,P0C6X7,0.6035055754270405,ZeroAction,0
DB01221,P0DTD1,0.6004955788122659,ZeroAction,0
DB00456,Q3MS49,0.6004955788122659,ZeroAction,0
DB00972,P0C6X7,0.5975005946182375,ZeroAction,0
DB00983,P0DTD1,0.5957107789003212,ZeroAction,0
DB08893,P0DTD1,0.5951153658775501,ZeroAction,0
DB15035,Q3MS49,0.593332695123052,ZeroAction,0
DB08818,Q3MS49,0.5921472156074813,ZeroAction,0
DB14540,P0DTD1,0.5874289361645234,ZeroAction,0
DB14539,P0DTD1,0.5874289361645234,ZeroAction,0
DB14543,P0DTD1,0.5874289361645234,ZeroAction,0
DB06448,Q3MS49,0.5874289361645234,ZeroAction,0
DB14544,P0DTD1,0.5874289361645234,ZeroAction,0
DB08860,Q3MS49,0.5850839135917069,ZeroAction,0
DB01065,P0DTD1,0.5844991221225824,ZeroAction,0
DB00734,K9N7C7,0.5833312920976388,ZeroAction,0
DB00794,P0DTD1,0.5821657953986414,ZeroAction,0
DB00119,P0C6X7,0.5821657953986414,ZeroAction,0
DB00530,P0DTD1,0.5798417833398464,ZeroAction,0
DB00139,Q3MS49,0.579262231380782,ZeroAction,0
DB00448,Q3MS49,0.579262231380782,ZeroAction,0
DB06589,Q3MS49,0.5781048646705196,ZeroAction,0
DB00571,P0DTD1,0.5775270487619547,ZeroAction,0
DB06595,Q3MS49,0.5769498103804866,ZeroAction,0
DB00795,Q3MS49,0.5769498103804866,ZeroAction,0
DB00993,K9N7C7,0.5752215546291638,ZeroAction,0
DB12978,Q3MS49,0.574072261196436,ZeroAction,0
DB00564,Q3MS49,0.5723526251566332,ZeroAction,0
DB00640,P0DTD1,0.5694980045295417,ZeroAction,0
DB01110,Q3MS49,0.5694980045295416,ZeroAction,0
DB08912,Q3MS49,0.5683601467575405,ZeroAction,0
DB01069,Q3MS49,0.5683601467575404,ZeroAction,0
DB01118,Q3MS49,0.5666576213822246,ZeroAction,0
DB00537,Q3MS49,0.5643955181193584,ZeroAction,0
DB14631,K9N7C7,0.5638314047049557,ZeroAction,0
DB01241,P0DTD1,0.5638314047049557,ZeroAction,0
DB00257,P0DTD1,0.5632678551220047,ZeroAction,0
DB00762,Q3MS49,0.5621424451968224,ZeroAction,0
DB00368,P0DTD1,0.5621424451968224,ZeroAction,0
DB01222,Q3MS49,0.5615805837291813,ZeroAction,0
DB08901,Q3MS49,0.559898366565402,ZeroAction,0
DB09462,P0DTD1,0.5587796888828463,ZeroAction,0
DB00555,P0DTD1,0.5582211884907012,ZeroAction,0
DB00227,Q3MS49,0.5576632463197913,ZeroAction,0
DB11753,Q3MS49,0.5559927635578367,ZeroAction,0
